name,first_funding_at,last_funding_at,relationships,funding_rounds,funding_total_usd,milestones,avg_participants,is_top500,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,company_age_days,days_to_first_funding,funding_duration_days,avg_funding_per_round,funding_efficiency,milestone_efficiency,log_funding_total,funding_intensity,relationship_density,is_successful
Cassatt,2006-03-01,2006-03-01,6,1,15000000,1,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8164,1155,0,15000000.0,2500000.0,0.0447390984811367,16.52356082573315,0.0447390984811367,0.2684345908868202,1
VirtuOz,2005-10-10,2012-04-01,18,4,38764000,3,2.0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,8529,1378,2365,9691000.0,2153555.5555555555,0.12847344354555046,17.47300256463371,0.17129792472740063,0.7708406612733028,1
SolFocus,2006-03-01,2012-04-01,6,8,211403000,2,2.7143,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,7129,120,2223,26425375.0,35233833.333333336,0.10246878945153598,19.169276827136926,0.4098751578061439,0.30740636835460794,0
Nimbula,2010-06-23,2010-08-23,8,2,20750000,3,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,6338,904,61,10375000.0,2593750.0,0.17288576838119282,16.84805685283375,0.1152571789207952,0.4610287156831808,1
Giftiki,2010-08-31,2011-04-20,4,2,1020000,2,2.5,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,5821,456,232,510000.0,255000.0,0.12549390139151348,13.83531416565213,0.12549390139151348,0.25098780278302696,1
Storspeed,2007-06-07,2007-06-07,6,1,13000000,1,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6703,157,0,13000000.0,2166666.6666666665,0.054490526629867225,16.380459992348886,0.054490526629867225,0.32694315977920335,0
SpaBooker,2008-01-01,2011-10-01,8,2,14700000,2,4.0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6399,61,1369,7350000.0,1837500.0,0.11415846225972809,16.503358119776173,0.11415846225972809,0.45663384903891235,1
Jajah,2006-03-01,2009-03-01,19,4,33000000,4,1.3333,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,7433,424,1096,8250000.0,1736842.105263158,0.19655589936768467,17.312018149733785,0.19655589936768467,0.9336405219965022,1
Baxano,2010-06-23,2010-06-23,5,1,30000000,0,6.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7433,1999,0,30000000.0,6000000.0,0.0,17.216707972959764,0.04913897484192117,0.2456948742096058,1
RipCode,2006-11-01,2010-05-11,10,4,33000000,3,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6851,87,1287,8250000.0,3300000.0,0.1599401547219384,17.312018149733785,0.21325353962925123,0.533133849073128,0
VeteranCentral.com,2011-06-15,2011-06-15,1,1,150000,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4894,0,0,150000.0,150000.0,0.0,11.918397239722838,0.07463220269718022,0.07463220269718022,0
RippleFunction,2010-05-01,2010-05-01,3,1,20000,1,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5548,61,0,20000.0,6666.666666666667,0.06583453496755588,9.90353755128617,0.06583453496755588,0.19750360490266763,0
CV Ingenuity,2011-10-04,2013-01-24,2,3,30926154,0,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6338,1372,478,10308718.0,15463077.0,0.0,17.247112823968997,0.17288576838119282,0.1152571789207952,0
AdexLink,2011-06-10,2011-06-10,0,1,2000000,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5380,298,0,2000000.0,0.0,0.0,14.508658238524095,0.0678903345724907,0.0,0
Certeon,2007-07-16,2012-05-01,2,2,19000000,1,3.5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8164,1657,1751,9500000.0,9500000.0,0.0447390984811367,16.759949589762293,0.0894781969622734,0.0894781969622734,0
Applied Identity,2005-01-13,2008-10-01,2,3,33000000,1,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,8529,1108,1357,11000000.0,16500000.0,0.04282448118185016,17.312018149733785,0.12847344354555046,0.08564896236370032,0
Prenova,2006-05-10,2008-04-24,1,3,15650000,1,1.3333,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8529,1590,715,5216666.666666667,15650000.0,0.04282448118185016,16.5659815388482,0.12847344354555046,0.04282448118185016,1
WooMe,2007-04-01,2008-06-12,8,3,17400000,3,2.3333,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8925,2312,438,5800000.0,2175000.0,0.12277310924369748,16.67198082165602,0.12277310924369748,0.3273949579831933,1
HelpMeRent.com,2011-08-01,2011-08-01,5,1,154000,2,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5334,304,0,154000.0,30800.0,0.13695163104611924,11.944714374881176,0.06847581552305962,0.3423790776152981,0
Mail.com Media Corporation,2008-10-21,2008-10-21,4,1,35000000,2,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7799,1755,0,35000000.0,8750000.0,0.09366585459674318,17.370858648025116,0.04683292729837159,0.18733170919348635,0
DubMeNow,2008-08-01,2012-06-05,5,4,7516703,3,1.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,6338,213,1404,1879175.75,1503340.6,0.17288576838119282,15.832638301973095,0.2305143578415904,0.28814294730198803,0
Smooth-Stone,2010-08-16,2010-08-16,1,1,48000000,3,5.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6338,958,0,48000000.0,48000000.0,0.17288576838119282,17.6867115897055,0.0576285894603976,0.0576285894603976,0
ONStor,2005-06-02,2008-04-18,6,3,65800000,1,4.6667,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,9260,1979,1051,21933333.333333332,10966666.666666666,0.03944384449244061,18.002130411493113,0.11833153347732182,0.23666306695464365,1
Relationship Analytics,2013-04-05,2013-05-16,2,2,125000,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4664,247,41,62500.0,62500.0,0.07831260720411663,11.736077016252437,0.15662521440823327,0.15662521440823327,0
Summize,2007-06-01,2007-06-01,5,1,750000,3,2.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6764,212,0,750000.0,150000.0,0.16199733885274983,13.527829818844937,0.05399911295091661,0.2699955647545831,1
JouleX,2011-06-10,2011-06-10,10,1,17000000,2,5.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5972,890,0,17000000.0,1700000.0,0.12232083054253182,16.648723960844016,0.06116041527126591,0.6116041527126591,1
Etelos,2009-09-30,2012-05-29,4,3,4087500,3,1.0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,9505,3805,972,1362500.0,1021875.0,0.1152814308258811,15.223444338835934,0.1152814308258811,0.15370857443450814,0
Make It Work,2005-11-15,2005-11-15,3,1,1000000,1,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11086,3971,0,1000000.0,333333.3333333333,0.03294696012989356,13.815511557963774,0.03294696012989356,0.09884088038968068,0
MapMyFitness,2007-01-01,2013-06-19,13,5,23500000,3,1.75,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,6665,0,2361,4700000.0,1807692.3076923077,0.16440360090022504,16.97251102166758,0.2740060015003751,0.7124156039009752,1
What They Like,2007-08-29,2007-08-29,2,1,990000,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6463,0,0,990000.0,495000.0,0.0,13.805461232211272,0.056514002785084325,0.11302800557016865,0
FetchBack,2008-01-01,2008-01-01,13,1,1000000,2,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6613,275,0,1000000.0,76923.07692307692,0.11046423710872524,13.815511557963774,0.05523211855436262,0.7180175412067141,1
Sermo,2006-09-01,2011-02-17,15,4,41000000,2,1.75,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,7068,243,1630,10250000.0,2733333.3333333335,0.10335314091680814,17.529082649058825,0.20670628183361628,0.7751485568760611,1
Wi-Chi,2008-05-15,2008-05-15,3,1,7000000,0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6338,135,0,7000000.0,2333333.3333333335,0.0,15.76142084987672,0.0576285894603976,0.17288576838119282,0
Alnara Pharmaceuticals,2008-10-30,2010-01-28,4,2,55000000,1,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,6338,303,455,27500000.0,13750000.0,0.0576285894603976,17.822843761378564,0.1152571789207952,0.2305143578415904,1
Braintree,2011-06-29,2012-09-17,10,2,69000000,2,3.5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6430,1367,446,34500000.0,6900000.0,0.11360808709175739,18.049617077054286,0.11360808709175739,0.5680404354587869,1
Virident Systems,2007-05-01,2013-01-28,25,8,129677153,3,3.0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,7068,485,2099,16209644.125,5187086.12,0.1550297113752122,18.680558488821443,0.41341256366723256,1.2919142614601018,1
Pearl Therapeutics,2008-07-03,2013-04-01,4,6,232000100,0,3.6667,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,7068,914,1733,38666683.333333336,58000025.0,0.0,19.262248364975317,0.3100594227504244,0.20670628183361628,1
Lexity,2009-09-01,2011-03-03,5,2,5700000,3,4.0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,5760,31,548,2850000.0,1140000.0,0.190234375,15.555976908243359,0.12682291666666667,0.3170572916666667,1
Diligent Technologies,2007-08-21,2007-08-21,3,1,10500000,1,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8529,2058,0,10500000.0,3500000.0,0.04282448118185016,16.166885910365842,0.04282448118185016,0.12847344354555046,1
eBillme,2006-09-20,2008-09-01,2,2,23000000,0,3.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7525,719,712,11500000.0,11500000.0,0.0,16.951004817371683,0.09707641196013289,0.09707641196013289,0
Smilebox,2006-02-01,2010-02-23,13,3,14000000,0,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,9020,1983,1483,4666666.666666667,1076923.076923077,0.0,16.454567959008102,0.121480044345898,0.5264135254988913,1
B-hive Networks,2006-08-25,2006-08-25,4,2,7500000,0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7433,601,0,3750000.0,1875000.0,0.0,15.830413711839864,0.09827794968384233,0.19655589936768467,1
Hot Potato,2009-11-25,2009-11-25,12,1,1420000,3,16.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5972,328,0,1420000.0,118333.33333333333,0.18348124581379774,14.166168133802548,0.06116041527126591,0.733924983255191,1
Kashless,2008-10-29,2011-02-04,1,2,9000000,2,1.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,6094,58,828,4500000.0,9000000.0,0.11987200525106662,16.012735246411598,0.11987200525106662,0.05993600262553331,0
Three Screen Games,2009-10-07,2009-10-07,3,1,500000,0,1.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5972,279,0,500000.0,166666.66666666666,0.0,13.122365377402328,0.06116041527126591,0.18348124581379774,0
LaunchGram,2012-01-23,2012-10-01,4,2,70000,2,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4868,13,252,35000.0,17500.0,0.15006162695152012,11.156264806643742,0.15006162695152012,0.30012325390304023,1
BrightQube,2007-05-01,2008-05-27,3,2,850000,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,6795,212,392,425000.0,283333.3333333333,0.0,13.652992804936396,0.10750551876379691,0.16125827814569535,0
ServiceMesh,2011-11-16,2011-11-16,9,1,15000000,2,1.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6338,1415,0,15000000.0,1666666.6666666667,0.1152571789207952,16.52356082573315,0.0576285894603976,0.5186573051435784,1
Lookery,2008-02-07,2008-09-04,12,2,3150000,2,11.5,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6491,190,210,1575000.0,262500.0,0.11254044061007548,14.962913328262083,0.11254044061007548,0.675242643660453,1
Wantful,2012-03-20,2012-03-20,6,1,5500000,2,8.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5242,444,0,5500000.0,916666.6666666666,0.1393552079359023,15.520258832020865,0.06967760396795115,0.41806562380770695,0
Zep Solar,2013-11-20,2013-11-20,8,1,10571182,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5972,1784,0,10571182.0,1321397.75,0.06116041527126591,16.173642272113586,0.06116041527126591,0.48928332217012727,1
Help Me Rent Magazine,2010-08-01,2010-08-01,13,1,500000,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5607,212,0,500000.0,38461.53846153846,0.0,13.122365377402328,0.06514178705189941,0.8468432316746923,0
MOG,2006-05-04,2010-02-26,12,7,24900000,3,3.0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,7282,337,1394,3557142.8571428573,2075000.0,0.1504737709420489,17.030378401595577,0.3511054655314474,0.6018950837681956,1
Loud3r,2009-06-05,2009-12-28,12,2,3529175,3,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6460,643,206,1764587.5,294097.9166666667,0.16962074303405572,15.07657497389894,0.11308049535603715,0.6784829721362229,0
Oyster.com,2008-03-01,2012-10-11,15,4,23400000,3,2.25,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,6278,0,1685,5850000.0,1560000.0,0.17453806944886904,16.96824662306297,0.2327174259318254,0.8726903472443452,1
LogLogic,2009-05-26,2009-05-26,15,1,8800000,3,5.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8529,2702,0,8800000.0,586666.6666666666,0.12847344354555046,15.990262393084793,0.04282448118185016,0.6423672177277523,1
StyleTrek,2010-02-01,2010-02-01,2,1,1500000,1,6.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5576,0,0,1500000.0,750000.0,0.06550394548063128,14.220976332738882,0.06550394548063128,0.13100789096126256,0
Sequoia Communications,2004-11-09,2009-06-02,3,7,74000000,0,2.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,9260,1774,1666,10571428.57142857,24666666.666666668,0.0,18.119575664681957,0.2761069114470842,0.11833153347732182,0
SnapNames,2001-06-01,2001-12-31,3,3,8800000,2,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,9260,517,213,2933333.3333333335,2933333.3333333335,0.07888768898488122,15.990262393084793,0.11833153347732182,0.11833153347732182,1
Simple Star,2003-08-01,2005-08-10,3,2,7100000,3,1.5,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8894,942,740,3550000.0,2366666.6666666665,0.123201034405217,15.775605482856605,0.08213402293681134,0.123201034405217,1
StyleFeeder,2007-09-01,2009-05-01,8,3,3500000,6,1.6667,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,6946,486,608,1166666.6666666667,437500.0,0.31550532680679527,15.068273812173887,0.15775266340339764,0.420673769075727,1
FlashSoft,2011-06-28,2011-06-28,6,1,3000000,2,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5644,580,0,3000000.0,500000.0,0.12942948263642806,14.914123179965662,0.06471474131821403,0.3882884479092842,1
TrustDegrees,2011-04-17,2011-06-09,5,2,11000,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5183,47,53,5500.0,2200.0,0.070470769824426,9.305741456739435,0.140941539648852,0.35235384912213,0
Symwave,2007-07-18,2009-08-06,4,3,26200000,1,2.5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,8894,2389,750,8733333.333333334,6550000.0,0.04106701146840567,17.081270006899263,0.123201034405217,0.16426804587362268,1
Clearwell Systems,2006-04-04,2007-08-22,6,2,29000000,3,2.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7459,484,505,14500000.0,4833333.333333333,0.1469030701166376,17.182806422433504,0.09793538007775841,0.2938061402332752,1
Impeva,2008-11-03,2008-11-03,2,1,10000000,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7799,1768,0,10000000.0,5000000.0,0.0,16.118095750958314,0.04683292729837159,0.09366585459674318,0
Nettle,2011-08-11,2011-08-11,3,1,500000,3,3.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5331,311,0,500000.0,166666.66666666666,0.20554305008441193,13.122365377402328,0.06851435002813731,0.20554305008441193,0
CubeTree,2008-02-01,2009-11-02,3,3,11500000,3,1.5,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,6338,31,640,3833333.3333333335,3833333.3333333335,0.17288576838119282,16.257857680289998,0.17288576838119282,0.17288576838119282,1
Infochimps,2010-09-14,2013-06-04,8,5,5350000,3,3.0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,5778,427,994,1070000.0,668750.0,0.1896417445482866,15.49260730578806,0.3160695742471443,0.505711318795431,1
Songbird,2006-10-02,2010-01-27,27,3,11015719,4,2.0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,7037,243,1213,3671906.3333333335,407989.5925925926,0.20761688219411684,16.214833901493158,0.1557126616455876,1.4014139548102886,0
SimpleGeo,2009-11-10,2010-05-18,30,3,9807367,3,8.6667,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,5852,193,189,3269122.3333333335,326912.23333333334,0.18724367737525632,16.098644497887836,0.18724367737525632,1.8724367737525633,1
1000memories,2010-01-01,2011-02-16,8,2,2535000,2,5.0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5426,0,411,1267500.0,316875.0,0.13462956137117582,14.74570458948466,0.13462956137117582,0.5385182454847033,1
SensorLogic,2007-06-19,2010-12-13,4,3,19000000,2,5.3333,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,8529,1995,1273,6333333.333333333,4750000.0,0.08564896236370032,16.759949589762293,0.12847344354555046,0.17129792472740063,1
TouristEye,2010-02-01,2012-11-06,4,3,475000,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5576,0,1009,158333.33333333334,118750.0,0.06550394548063128,13.07107218827772,0.19651183644189382,0.2620157819225251,1
Oberon Media,2008-10-06,2010-11-10,16,2,36000000,1,1.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,8164,2105,765,18000000.0,2250000.0,0.0447390984811367,17.399029524198163,0.0894781969622734,0.7158255756981872,1
Arroyo Video Solutions,2005-03-02,2005-03-02,4,1,12000000,0,5.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8529,1156,0,12000000.0,3000000.0,0.0,16.300417291085605,0.04282448118185016,0.17129792472740063,1
Aragon Pharmaceuticals,2009-05-27,2012-10-04,15,4,122000000,1,2.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,5972,146,1226,30500000.0,8133333.333333333,0.06116041527126591,18.619531610894253,0.24464166108506363,0.9174062290689886,1
#waywire,2012-06-30,2012-06-30,8,1,1750000,2,5.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4725,29,0,1750000.0,218750.0,0.1546031746031746,14.375126917328105,0.0773015873015873,0.6184126984126984,1
Feedtrace,2010-03-01,2010-03-01,3,1,130000,2,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5751,203,0,130000.0,43333.333333333336,0.12702138758476786,11.775297421715827,0.06351069379238393,0.1905320813771518,1
Five Star Technologies,2006-11-30,2009-11-24,4,3,13222860,0,3.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,9625,2890,1090,4407620.0,3305715.0,0.0,16.397457783497018,0.11384415584415584,0.15179220779220778,0
Vontoo,2009-02-17,2011-02-24,10,2,2192000,3,3.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,7433,1508,737,1096000.0,219200.0,0.1474169245257635,14.600325383254319,0.09827794968384233,0.4913897484192116,0
Allurent,2010-02-22,2010-02-22,4,1,2000000,1,1.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7433,1878,0,2000000.0,500000.0,0.04913897484192117,14.508658238524095,0.04913897484192117,0.19655589936768467,1
Quantivo,2008-01-09,2009-12-16,11,2,9400000,2,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7433,1103,707,4700000.0,854545.4545454546,0.09827794968384233,16.056220353623207,0.09827794968384233,0.5405287232611328,1
Crossing Automation,2008-05-05,2010-03-23,2,4,13045000,0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,8164,1951,687,3261250.0,6522500.0,0.0,16.383915553210688,0.1789563939245468,0.0894781969622734,1
Scrapblog,2006-03-06,2010-02-05,8,4,10000000,3,1.25,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,7068,64,1432,2500000.0,1250000.0,0.1550297113752122,16.118095750958314,0.20670628183361628,0.41341256366723256,1
Yield Software,2008-06-04,2008-06-04,7,1,6000000,1,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6703,520,0,6000000.0,857142.8571428572,0.054490526629867225,15.607270193858982,0.054490526629867225,0.38143368640907055,1
FlyCast,2008-01-01,2009-07-22,3,2,2100000,1,2.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,7068,730,568,1050000.0,700000.0,0.05167657045840407,14.557448378884015,0.10335314091680814,0.1550297113752122,0
Off & Away,2010-05-03,2010-10-21,3,2,3250000,3,1.0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,5638,153,171,1625000.0,1083333.3333333333,0.19435083362894645,14.99416586199818,0.12956722241929763,0.19435083362894645,1
CypherMax,2006-07-27,2007-02-25,1,3,148000000,0,3.5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,9260,2399,213,49333333.333333336,148000000.0,0.0,18.812722838485147,0.11833153347732182,0.03944384449244061,0
Nexsan,2003-12-01,2009-04-18,10,2,24500000,1,2.0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,9260,1430,1965,12250000.0,2450000.0,0.03944384449244061,17.01418371633128,0.07888768898488122,0.39443844492440605,1
Tipping Bucket,2009-04-01,2010-03-01,4,2,72000,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5875,0,334,36000.0,18000.0,0.062170212765957446,11.184435286790631,0.12434042553191489,0.24868085106382978,0
Qlusters,2007-08-08,2007-08-08,3,1,10360000,1,5.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8894,2410,0,10360000.0,3453333.3333333335,0.04106701146840567,16.153462891320704,0.04106701146840567,0.123201034405217,0
Producteev,2008-07-15,2010-02-01,12,3,1310000,2,6.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6149,7,566,436666.6666666667,109166.66666666667,0.11879980484631648,14.085538458535822,0.1781997072694747,0.7127988290778988,1
SpinTheCam,2010-01-01,2010-01-01,1,1,150000,1,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5565,0,0,150000.0,150000.0,0.065633423180593,11.918397239722838,0.065633423180593,0.065633423180593,0
Amalfi Semiconductor,2006-02-01,2012-04-24,5,3,64000000,2,3.3333,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,8164,1127,2274,21333333.333333332,12800000.0,0.0894781969622734,17.974393656948944,0.1342172954434101,0.22369549240568348,1
Dormzy,2010-05-01,2010-05-01,2,1,250000,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5487,0,0,250000.0,125000.0,0.06656642974302898,12.429220196836383,0.06656642974302898,0.13313285948605796,0
iChange,2007-10-01,2010-02-01,6,3,1830000,1,2.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,6338,0,854,610000.0,305000.0,0.0576285894603976,14.419827071265543,0.17288576838119282,0.34577153676238565,1
AppFog,2011-01-01,2011-08-10,10,2,9800000,4,4.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,5395,153,221,4900000.0,980000.0,0.27080630213160334,16.097893045681612,0.13540315106580167,0.6770157553290084,1
HotPads,2007-03-01,2007-03-01,15,1,2300000,3,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7310,666,0,2300000.0,153333.33333333334,0.14989740082079345,14.648420115681892,0.049965800273597816,0.7494870041039672,1
Sampa,2007-08-01,2008-04-02,3,2,1310000,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7374,883,245,655000.0,436666.6666666667,0.19812855980471927,14.085538458535822,0.09906427990235964,0.14859641985353947,0
DanceJam,2007-05-01,2008-02-01,4,2,4500000,5,5.5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,6613,30,276,2250000.0,1125000.0,0.2761605927718131,15.319588176962746,0.11046423710872524,0.2209284742174505,0
Right90,2005-02-28,2008-09-23,5,3,22000000,1,2.6667,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,8164,789,1303,7333333.333333333,4400000.0,0.0447390984811367,16.906553056777135,0.1342172954434101,0.22369549240568348,1
SocialMedia.com,2007-09-01,2009-01-29,23,3,10000000,3,2.6667,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,6703,243,516,3333333.3333333335,434782.60869565216,0.16347157988960168,16.118095750958314,0.16347157988960168,1.2532821124869462,1
BuyWithMe,2010-01-20,2011-06-01,21,4,36500000,3,1.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,5913,325,497,9125000.0,1738095.238095238,0.18531202435312025,17.41282284594998,0.24708269913749364,1.2971841704718416,1
Photobucket,2005-03-01,2013-05-14,35,7,33672656,3,2.0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,8013,639,2996,4810379.428571428,962075.8857142857,0.13674653687757393,17.332196701002704,0.3190752527143392,1.595376263571696,1
XtremIO,2009-11-11,2011-12-05,4,3,19000000,1,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,5972,314,754,6333333.333333333,4750000.0,0.06116041527126591,16.759949589762293,0.18348124581379774,0.24464166108506363,1
Level 5 Networks,2005-06-20,2005-06-20,3,1,30000000,1,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8529,1266,0,30000000.0,10000000.0,0.04282448118185016,17.216707972959764,0.04282448118185016,0.12847344354555046,1
Votizen,2010-09-23,2012-02-24,6,2,2250000,2,8.5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5895,553,519,1125000.0,375000.0,0.12391857506361324,14.626441218624949,0.12391857506361324,0.3717557251908397,1
Siimpel Corporation,2005-11-11,2009-12-16,7,6,53818873,1,4.25,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,9260,2141,1496,8969812.166666666,7688410.428571428,0.03944384449244061,17.801134781453687,0.23666306695464365,0.2761069114470842,1
TalkPlus,2006-10-01,2006-10-01,6,1,5500000,0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7768,973,0,5500000.0,916666.6666666666,0.0,15.520258832020865,0.047019824922760044,0.28211894953656025,0
